	Name	Rating	Reviews	Company Detais	Salaries	Interviews	Jobs
182	HTC	3.5	71 Reviews	Consumer Electronics & Appliances | 1-10 Employees | 26 years old | Taoyuan +24 more	564 Salaries	4 Interviews	-- Jobs
183	Global Group	3.8	71 Reviews	Engineering & Construction | 51-200 Employees | 23 years old | Pune +7 more	475 Salaries	2 Interviews	1 Jobs
184	Indian Agricultural Research Institute	4.2	71 Reviews	Education & Training | 51-200 Employees | 118 years old | New Delhi +7 more	342 Salaries	1 Interviews	-- Jobs
185	Kroll	3.7	71 Reviews	Management Consulting | 1k-5k Employees | 19 years old | New York +3 more	662 Salaries	7 Interviews	-- Jobs
186	RMZ Corp	3.3	71 Reviews	Real Estate | 201-500 Employees | 21 years old | Bangalore/Bengaluru +3 more	562 Salaries	1 Interviews	-- Jobs
187	Ranosys Technologies	4.0	71 Reviews	IT Services & Consulting | 201-500 Employees | 15 years old | Singapore +3 more	895 Salaries	3 Interviews	8 Jobs
188	Kumon India Education	3.9	71 Reviews	Education & Training | 51-200 Employees | 19 years old | New Delhi +14 more	337 Salaries	4 Interviews	2 Jobs
189	Kosan Crisplant	4.1	71 Reviews	Oil & Gas | 11-50 Employees | 72 years old | Randers +14 more	448 Salaries	3 Interviews	-- Jobs
190	Biomerieux	3.8	71 Reviews	Biotechnology | 51-200 Employees | 60 years old | Marcy I'Etoile +12 more	332 Salaries	3 Interviews	-- Jobs
191	Shemrock Group of Schools	4.3	71 Reviews	Education & Training | 201-500 Employees | 34 years old | New Delhi +30 more	313 Salaries	1 Interviews	-- Jobs
192	Central Warehousing Corporation	4.1	71 Reviews	Government | 1k-5k Employees (Global) | 66 years old | New Delhi +25 more	380 Salaries	4 Interviews	1 Jobs
193	Excell Autovista	3.1	71 Reviews	Automobile | 501-1k Employees | 19 years old | Mumbai +6 more	454 Salaries	1 Interviews	1 Jobs
194	Dr. Balabhai Nanavati Hospital	4.3	71 Reviews	Healthcare | 1k-5k Employees | 72 years old | Mumbai +3 more	440 Salaries	-- Interviews	-- Jobs
195	Roha Housing Finance	3.6	71 Reviews	Financial Services | 51-200 Employees | Noida +22 more	515 Salaries	2 Interviews	4 Jobs
196	Jeena Sikho Lifecare	3.3	71 Reviews	Pharma | 1k-5k Employees | Zirakpur +18 more	423 Salaries	2 Interviews	-- Jobs
197	Stemrobo Technologies	4.3	71 Reviews	IT Services & Consulting | 201-500 Employees (Global) | 7 years old | Noida +2 more	212 Salaries	4 Interviews	-- Jobs
198	HR Spot	4.6	71 Reviews	Education & Training | 11-50 Employees | 11 years old | Kolkata +4 more	72 Salaries	-- Interviews	-- Jobs
199	FONTY Supply Chain Solutions	4.2	71 Reviews	Industrial Machinery | 51-200 Employees | Mandideep +7 more	200 Salaries	1 Interviews	1 Jobs
200	ESL Steel	3.8	71 Reviews	501-1k Employees | Bokaro +2 more	371 Salaries	3 Interviews	-- Jobs
201	Thakral Services India	3.5	71 Reviews	Law Enforcement & Security | 501-1k Employees | 40 years old | Bangalore +9 more	312 Salaries	3 Interviews	-- Jobs
202	Delhi Development Authority	4.4	71 Reviews	Engineering & Construction | 1k-5k Employees | 66 years old | New Delhi +2 more	357 Salaries	3 Interviews	-- Jobs
203	Magicon Impex	3.7	71 Reviews	Retail | 201-500 Employees | 12 years old | New Delhi +25 more	273 Salaries	-- Interviews	-- Jobs
204	Rana Sugars	4.2	71 Reviews	Food Processing | 1k-5k Employees | Public | 31 years old | Chandigarh +11 more	431 Salaries	2 Interviews	-- Jobs
205	KritiKal Solutions	3.6	71 Reviews	IT Services & Consulting | 51-200 Employees | 21 years old | Noida +2 more	472 Salaries	1 Interviews	15 Jobs
206	Orient Abrasives	4.4	71 Reviews	Metals & Mining | 51-200 Employees | Public | 49 years old | Mumbai +4 more	508 Salaries	3 Interviews	-- Jobs
207	CRY - Child Rights and You	4.1	71 Reviews	Non-Profit | 51-200 Employees | 44 years old | Mumbai +6 more	339 Salaries	2 Interviews	17 Jobs
208	Planet EDU	3.5	71 Reviews	EdTech | 51-200 Employees | 22 years old | Gurgaon/Gurugram +14 more	315 Salaries	6 Interviews	-- Jobs
209	TSYS|Total System Services	4.5	71 Reviews	FinTech | 1k-5k Employees | Public | 39 years old | Columbus +2 more	664 Salaries	8 Interviews	-- Jobs
210	Techila Global Services	3.9	71 Reviews	IT Services & Consulting | 501-1k Employees | 11 years old | Boca Raton +4 more	448 Salaries	2 Interviews	22 Jobs
211	ProProfs	3.8	71 Reviews	Software Product | 51-200 Employees | 13 years old | San Francisco +1 more	473 Salaries	3 Interviews	36 Jobs
212	RDP Workstations	3.3	71 Reviews	Consumer Electronics & Appliances | 11-50 Employees | 11 years old | Hyderabad +5 more	286 Salaries	5 Interviews	7 Jobs
213	ICG Medical	2.4	71 Reviews	Recruitment | 51-200 Employees (Global) | 8 years old | London +2 more	430 Salaries	3 Interviews	-- Jobs
214	Decision Point	4.1	71 Reviews	Management Consulting | 201-500 Employees | 11 years old | Gurgaon/Gurugram +1 more	499 Salaries	8 Interviews	107 Jobs
215	Icreon Communications	3.8	71 Reviews	IT Services & Consulting | 51-200 Employees | 23 years old | New York +3 more	675 Salaries	6 Interviews	10 Jobs
216	IT Convergence	3.6	71 Reviews	IT Services & Consulting | 501-1k Employees | 13 years old | Irving +3 more	869 Salaries	4 Interviews	8 Jobs
217	DiacriTech	3.2	71 Reviews	Printing & Publishing | 201-500 Employees | 26 years old | Chennai +3 more	504 Salaries	2 Interviews	-- Jobs
218	Raytheon	3.3	71 Reviews	Aviation | 1k-5k Employees | 101 years old | Waltham +12 more	423 Salaries	2 Interviews	95 Jobs
219	Harbinger Group	3.9	71 Reviews	IT Services & Consulting | 201-500 Employees | 33 years old | Pune +1 more	811 Salaries	5 Interviews	7 Jobs
220	Jabra Connect	4.2	72 Reviews	Consumer Electronics & Appliances | 51-200 Employees | 22 years old | Noida +6 more	472 Salaries	4 Interviews	1 Jobs
221	Ekeeda	4.0	72 Reviews	EdTech | 51-200 Employees | Startup | 7 years old | Mumbai +4 more	105 Salaries	1 Interviews	3 Jobs
222	DentalKart	4.4	72 Reviews	Internet | Startup | 8 years old | new delhi +3 more	269 Salaries	4 Interviews	1 Jobs
223	India Ratings & Research	3.6	72 Reviews	Financial Services | 51-200 Employees | 28 years old | Mumbai +11 more	518 Salaries	7 Interviews	-- Jobs
224	Dormakaba India	4.1	72 Reviews	Building Material | 501-1k Employees | 26 years old | Chennai +22 more	432 Salaries	1 Interviews	-- Jobs
225	Cropdata Technology	3.4	72 Reviews	Software Product | 501-1k Employees | 7 years old | Nagpur +9 more	184 Salaries	4 Interviews	9 Jobs
226	Tractor Junction	4.4	72 Reviews	Agriculture | 201-500 Employees | Startup | 5 years old | Alwar +6 more	166 Salaries	3 Interviews	55 Jobs
227	DWP Global	4.8	72 Reviews	IT Services & Consulting | 51-200 Employees | 15 years old | New Jersey +2 more	80 Salaries	-- Interviews	-- Jobs
228	Sfc Solutions	3.9	72 Reviews	501-1k Employees | Bawal +13 more	532 Salaries	8 Interviews	-- Jobs
229	Bijak	3.5	72 Reviews	Internet | 51-200 Employees | Startup | 4 years old | Gurgaon +9 more	390 Salaries	5 Interviews	29 Jobs
230	Vinsum Axpress	3.3	72 Reviews	Logistics | 51-200 Employees | Gurgaon/Gurugram +18 more	320 Salaries	5 Interviews	2 Jobs
231	Techjays	4.6	72 Reviews	IT Services & Consulting | 51-200 Employees | 5 years old | Santa Cruz +3 more	117 Salaries	4 Interviews	-- Jobs
232	Tirumalla Oil Refinery	3.3	72 Reviews	FMCG | 501-1k Employees | 8 years old | Mumbai +18 more	383 Salaries	1 Interviews	-- Jobs
233	Blackboard Education and Reseach Foundation	3.6	72 Reviews	1-10 Employees | Noida +2 more	421 Salaries	4 Interviews	29 Jobs
234	Tanla Platforms	3.4	72 Reviews	Software Product | 501-1k Employees | Public | 24 years old | Hyderabad/Secunderabad +5 more	855 Salaries	6 Interviews	67 Jobs
235	Codilar Technologies	4.2	72 Reviews	IT Services & Consulting | 51-200 Employees | 8 years old | Bangalore/Bengaluru +5 more	346 Salaries	4 Interviews	83 Jobs
236	Shivaami Cloud Services	3.9	72 Reviews	IT Services & Consulting | 51-200 Employees | 19 years old | Mumbai +3 more	413 Salaries	6 Interviews	7 Jobs
237	Unicommerce Esolutions	3.5	72 Reviews	Software Product | 201-500 Employees | Startup | 11 years old | Gurgaon +2 more	643 Salaries	9 Interviews	58 Jobs
238	Alice Blue Commodities	3.7	72 Reviews	FinTech | 501-1k Employees | 17 years old | Bangalore/Bengaluru +17 more	539 Salaries	-- Interviews	16 Jobs
239	Schenck Rotec	4.4	72 Reviews	Auto Components | 51-200 Employees | 28 years old | Darmstadt +8 more	361 Salaries	3 Interviews	5 Jobs
240	Pathways World School	4.6	72 Reviews	Education & Training | 201-500 Employees (Global) | 20 years old | Gurgaon/Gurugram +3 more	290 Salaries	1 Interviews	1 Jobs
241	ESDEE PAINTS	2.9	72 Reviews	Chemicals | 201-500 Employees | Public | 60 years old | Mumbai +11 more	350 Salaries	1 Interviews	-- Jobs
242	Microgen Hygiene	2.7	72 Reviews	Healthcare | 51-200 Employees | MNC | 16 years old | Mumbai +11 more	321 Salaries	3 Interviews	1 Jobs
243	Rapid Global Business Solutions	4.1	72 Reviews	Management Consulting | 201-500 Employees | 26 years old | Troy +6 more	507 Salaries	2 Interviews	-- Jobs
244	BRG Group	3.7	72 Reviews	Metals & Mining | 1k-5k Employees (Global) | 29 years old | Kolkata +7 more	341 Salaries	1 Interviews	-- Jobs
245	Tiwana Oil Mills	3.8	72 Reviews	Food Processing | 501-1k Employees | 24 years old | Fatehgarh Sahib +20 more	265 Salaries	3 Interviews	1 Jobs
246	Oman Trading Establishment	3.6	72 Reviews	Auto Components | 1k-5k Employees (Global) | 32 years old | Muscat +2 more	209 Salaries	3 Interviews	-- Jobs
247	Eos	3.2	72 Reviews	BPO | 501-1k Employees | 26 years old | Thane +8 more	232 Salaries	7 Interviews	2 Jobs
248	Annapurna Group	3.5	72 Reviews	FMCG | 51-200 Employees | Public | 71 years old | Guwahati +8 more	370 Salaries	5 Interviews	-- Jobs
249	Edgetech Air Systems Pvt.	3.4	72 Reviews	Electronics Manufacturing | 51-200 Employees | 18 years old | New Delhi +7 more	387 Salaries	3 Interviews	-- Jobs
250	Pooja Forge	3.5	72 Reviews	Industrial Machinery | 51-200 Employees | Public | 37 years old | Faridabad +3 more	435 Salaries	4 Interviews	-- Jobs
251	Simon India	3.4	72 Reviews	Oil & Gas | 51-200 Employees | 20 years old | Delhi/NCR +14 more	473 Salaries	1 Interviews	-- Jobs
252	Ess Kay Fabrication	3.4	72 Reviews	Engineering & Construction | 11-50 Employees | 32 years old | Gurgaon/Gurugram +5 more	335 Salaries	1 Interviews	-- Jobs
253	Orane International	3.8	72 Reviews	Education & Training | 201-500 Employees | 14 years old | Mohali +17 more	424 Salaries	6 Interviews	2 Jobs
254	Zydus Takeda Healthcare	4.3	72 Reviews	Pharma | 51-200 Employees | 242 years old | Tokyo +2 more	336 Salaries	4 Interviews	2 Jobs
255	RICE GROUP	3.1	72 Reviews	Education & Training | 1k-5k Employees (Global) | 38 years old | Kolkata +9 more	338 Salaries	3 Interviews	-- Jobs
256	The Residency Group of Hotels	4.1	72 Reviews	Hospitality | 1-10 Employees | 38 years old | Chennai +3 more	419 Salaries	-- Interviews	4 Jobs
257	Lotus Surgicals	4.1	72 Reviews	Medical Equipment | 201-500 Employees | 18 years old | Mumbai +16 more	377 Salaries	3 Interviews	-- Jobs
258	Alexis Global	3.4	72 Reviews	Logistics | 501-1k Employees (Global) | 10 years old | New Delhi +19 more	394 Salaries	2 Interviews	-- Jobs
259	Dr. Mehta's Hospitals	3.9	72 Reviews	Healthcare | 201-500 Employees (Global) | 90 years old | Chennai +4 more	430 Salaries	3 Interviews	9 Jobs
260	Concept Pharmaceuticals	2.8	72 Reviews	Pharma | 11-50 Employees | 39 years old | Mumbai +13 more	407 Salaries	4 Interviews	-- Jobs
261	Wadia Techno-Engineering Services	3.6	72 Reviews	Engineering & Construction | 51-200 Employees | Public | 63 years old | Mumbai +18 more	381 Salaries	1 Interviews	-- Jobs
262	ANAAMALAIS TOYOTA	4.3	72 Reviews	Financial Services | 1k-5k Employees | 23 years old | Coimbatore +17 more	261 Salaries	3 Interviews	-- Jobs
263	Jindal Pipes	3.6	72 Reviews	Building Material | 1k-5k Employees | Public | 53 years old | Gurugram +10 more	345 Salaries	4 Interviews	-- Jobs
264	Seshasayee Paper & Boards	4.2	72 Reviews	Pulp & Paper | 1k-5k Employees | 63 years old | Chennai +4 more	337 Salaries	3 Interviews	1 Jobs
265	MG Automotives	3.7	72 Reviews	Auto Components | 501-1k Employees | 43 years old | Zahirabad +16 more	579 Salaries	3 Interviews	-- Jobs
266	Exilant Technologies	3.9	72 Reviews	IT Services & Consulting | 501-1k Employees | 19 years old | Bangalore/Bengaluru +3 more	455 Salaries	1 Interviews	-- Jobs
267	Dr. Mehta's Hospitals	3.9	72 Reviews	Healthcare | 201-500 Employees (Global) | 90 years old | Chennai +4 more	430 Salaries	3 Interviews	9 Jobs
268	SGD PHARMA	4.2	72 Reviews	Packaging | 51-200 Employees | 127 years old | Puteaux +3 more	478 Salaries	5 Interviews	-- Jobs
269	DM Wayanad Institute of Medical Sciences	3.7	72 Reviews	Education & Training | 1k-5k Employees | 13 years old | Meppadi +2 more	201 Salaries	-- Interviews	-- Jobs
270	Elektrobit India	4.0	72 Reviews	IT Services & Consulting | 501-1k Employees | Public | 35 years old | Erlangen +1 more	732 Salaries	9 Interviews	-- Jobs
271	Shriram Fertilizers & Chemicals	4.2	72 Reviews	Agro Chemicals | 5k-10k Employees (Global) | 33 years old | New Delhi +23 more	248 Salaries	5 Interviews	-- Jobs
272	Vantage Integrated Security Solutions	3.3	72 Reviews	Electronics Manufacturing | 51-200 Employees | 33 years old | West Midlands +11 more	423 Salaries	2 Interviews	19 Jobs
273	Koso India	4.1	72 Reviews	Industrial Automation | 201-500 Employees | 34 years old | Nashik +4 more	695 Salaries	3 Interviews	-- Jobs
274	Ess Kay Fabrication	3.4	72 Reviews	Engineering & Construction | 11-50 Employees | 32 years old | Gurgaon/Gurugram +5 more	335 Salaries	1 Interviews	-- Jobs
275	V S International	3.5	72 Reviews	Pharma | 51-200 Employees | 26 years old | Mumbai +11 more	391 Salaries	5 Interviews	2 Jobs
276	Tvs Brakes India Pvt Ltd Sholinghur	4.1	72 Reviews	Auto Components | 10k-50k Employees | Ranipet +12 more	270 Salaries	5 Interviews	-- Jobs
277	Ptc Industries	3.3	72 Reviews	Iron & Steel | 51-200 Employees | Public | 60 years old | Lucknow +3 more	478 Salaries	3 Interviews	26 Jobs
278	Revmax Telecom Infrastructure	3.3	72 Reviews	Telecom | 51-200 Employees | 19 years old | Navi Mumbai +11 more	153 Salaries	1 Interviews	-- Jobs
279	Cogeme Precision Parts	4.0	72 Reviews	Industrial Machinery | 51-200 Employees | 16 years old | Pune	472 Salaries	2 Interviews	-- Jobs
280	Microgen Hygiene	2.7	72 Reviews	Healthcare | 51-200 Employees | MNC | 16 years old | Mumbai +11 more	321 Salaries	3 Interviews	1 Jobs
281	Rapid Global Business Solutions	4.1	72 Reviews	Management Consulting | 201-500 Employees | 26 years old | Troy +6 more	507 Salaries	2 Interviews	-- Jobs
282	WWF-India	3.6	72 Reviews	Non-Profit | 51-200 Employees | 54 years old | Delhi/NCR +10 more	285 Salaries	5 Interviews	1 Jobs
283	GMC Nagpur	4.2	72 Reviews	Education & Training | 76 years old | Nagpur +18 more	397 Salaries	2 Interviews	-- Jobs
284	Vikram Tea	4.3	72 Reviews	Financial Services | 51-200 Employees | 48 years old | Jalna +18 more	302 Salaries	6 Interviews	1 Jobs
285	Saya homes	3.5	72 Reviews	Real Estate | 201-500 Employees | 23 years old | Ghaziabad +3 more	383 Salaries	2 Interviews	6 Jobs
286	Kothari Medical Centre	3.1	72 Reviews	Healthcare | 201-500 Employees | 52 years old | Kolkata +8 more	264 Salaries	3 Interviews	1 Jobs
287	Tiwana Oil Mills	3.8	72 Reviews	Food Processing | 501-1k Employees | 24 years old | Fatehgarh Sahib +20 more	265 Salaries	3 Interviews	1 Jobs
288	Oman Trading Establishment	3.6	72 Reviews	Auto Components | 1k-5k Employees (Global) | 32 years old | Muscat +2 more	209 Salaries	3 Interviews	-- Jobs
289	NTN NEI Manufacturing	4.0	72 Reviews	5k-10k Employees (Global) | 105 years old | Chennai +6 more	424 Salaries	4 Interviews	-- Jobs
290	Virgo Laminates	3.9	72 Reviews	Furniture & Furnishing | 1k-5k Employees | 30 years old | Delhi/NCR +22 more	272 Salaries	2 Interviews	-- Jobs
291	Popular Hyundai	3.9	72 Reviews	Retail | 1k-5k Employees | 19 years old | Kochi +10 more	286 Salaries	3 Interviews	8 Jobs
292	Citizen Co-operative Bank	3.3	72 Reviews	Banking | 51-200 Employees | Public | 26 years old | Noida +15 more	370 Salaries	1 Interviews	-- Jobs
293	Tag Corporation	3.6	72 Reviews	Industrial Machinery | 51-200 Employees | 51 years old | Chennai +3 more	573 Salaries	6 Interviews	2 Jobs
294	Appy Pie	4.3	72 Reviews	IT Services & Consulting | 201-500 Employees | 8 years old | Noida +1 more	577 Salaries	4 Interviews	5 Jobs
295	Gesco Healthcare	2.9	72 Reviews	Medical Equipment | 501-1k Employees | 61 years old | Chennai +9 more	553 Salaries	5 Interviews	-- Jobs
296	Aditya Hospital	4.0	72 Reviews	Healthcare | 51-200 Employees | 25 years old | Hyderabad +12 more	303 Salaries	1 Interviews	-- Jobs
297	Fitness First	4.7	72 Reviews	Fitness & Wellness | 501-1k Employees | 15 years old | Gurgaon/Gurugram +9 more	293 Salaries	1 Interviews	-- Jobs
298	MPOnline	3.9	72 Reviews	IT Services & Consulting | 201-500 Employees | Public | 17 years old | Bhopal +7 more	400 Salaries	3 Interviews	-- Jobs
299	Chaitanya Projects Consultancy	3.9	72 Reviews	Financial Services | 51-200 Employees | Noida +23 more	369 Salaries	7 Interviews	7 Jobs
300	Edgetech Air Systems Pvt.	3.4	72 Reviews	Electronics Manufacturing | 51-200 Employees | 18 years old | New Delhi +7 more	387 Salaries	3 Interviews	-- Jobs
301	Annapurna Group	3.5	72 Reviews	FMCG | 51-200 Employees | Public | 71 years old | Guwahati +8 more	370 Salaries	5 Interviews	-- Jobs
302	ArisGlobal	2.8	72 Reviews	IT Services & Consulting | 1k-5k Employees (Global) | 36 years old | Miami +3 more	916 Salaries	9 Interviews	-- Jobs
303	Pune Institute of Business Management	3.5	72 Reviews	Education & Training | 201-500 Employees | 16 years old | Pune +7 more	443 Salaries	7 Interviews	1 Jobs
304	MSG Global Solutions	3.9	72 Reviews	IT Services & Consulting | 201-500 Employees | 15 years old | Regensdorf +2 more	686 Salaries	7 Interviews	1 Jobs
305	DreamOrbit	4.2	72 Reviews	IT Services & Consulting | 201-500 Employees | 13 years old | Bangalore/Bengaluru +4 more	848 Salaries	4 Interviews	-- Jobs
306	Sterling Infosystems	3.8	72 Reviews	IT Services & Consulting | 1k-5k Employees | 48 years old | New York +4 more	398 Salaries	2 Interviews	-- Jobs
307	Abaris Healthcare	3.6	72 Reviews	Pharma | 11-50 Employees | 18 years old | Ahmedabad +12 more	336 Salaries	1 Interviews	-- Jobs
308	Kyocera Document Solutions India	3.6	72 Reviews	Printing & Publishing | 201-500 Employees | 89 years old | Osaka +17 more	552 Salaries	2 Interviews	2 Jobs
309	E2E Networks	3.6	72 Reviews	Hardware & Networking | 51-200 Employees | Public | 14 years old | Delhi +6 more	412 Salaries	3 Interviews	7 Jobs
310	Anchor Offshore Services	3.4	72 Reviews	Engineering & Construction | 201-500 Employees | 40 years old | Mumbai +7 more	383 Salaries	3 Interviews	-- Jobs
311	Mahatma Gandhi Medical College & Hospital	4.4	72 Reviews	Education & Training | 501-1k Employees | 23 years old | Jaipur +10 more	402 Salaries	4 Interviews	-- Jobs
312	Delhi Integrated Multi Modal Transit System	3.9	72 Reviews	Urban Transport | 201-500 Employees | 16 years old | Delhi/NCR +9 more	460 Salaries	3 Interviews	4 Jobs
313	Plan International	3.9	72 Reviews	Non-Profit | 51-200 Employees | 44 years old | Surrey +18 more	289 Salaries	3 Interviews	7 Jobs
